Id,GardId,Disease,PMId,Publication Types,Title,URL,Abstract,Natural History Study
446,GARD:0000600,Glycogen storage disease type 12,27692865,"['Multicenter Study', 'Journal Article']",Clinical manifestation of late onset Pompe disease patients in Hong Kong.,https://pubmed.ncbi.nlm.nih.gov/27692865,"Late onset Pompe disease is a rare inherited metabolic disease with diverse clinical manifestation. However, there is a lack of local data in Hong Kong. We aimed at performing an in-depth review of natural history of all patients in Hong Kong. Eleven patients were diagnosed to have the disease in Hong Kong from 2000 to 2013. All case records were reviewed and face-to-face interviews were conducted to complete a questionnaire regarding the clinical manifestation and diagnosis of the disease. The estimated birth incidence was 1/300,000. The age of diagnosis ranged from 9 to 44 years; all patients were ethnic Chinese. The median ages of first symptoms and first medical attention were 20.5(6-44) and 29(9-44) years respectively. The most common initial complaint was decreased exercise tolerance. Two patients' first complaint was difficulty with getting up from lying position and failure to perform sit up. The mean time from first medical attention to diagnosis was 1.3 years but one patient was diagnosed 8 years later. Half of the patients sought medical attention due to progressive shortness of breath and all of them developed type 2 respiratory failure requiring ventilator support during the first admission. Two patients became chair-bound and seven patients required assisted ventilation. Late onset Pompe disease tends to have an earlier and more aggressive clinical presentation in Chinese and lower birth incidence was found in Hong Kong.",
447,GARD:0000600,Glycogen storage disease type 12,21439876,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']","Pompe disease: design, methodology, and early findings from the Pompe Registry.",https://pubmed.ncbi.nlm.nih.gov/21439876,"Pompe disease is an autosomal recessive, progressive, debilitating, and often fatal neuromuscular disorder caused by deficiency of lysosomal acid α-glucosidase (GAA). It is characterized by the accumulation of glycogen in muscle tissue that leads to progressive muscle weakness and loss of function. It presents as a broad spectrum of clinical phenotypes, with varying rates of progression, symptom onset, degree of organ involvement, and severity. The Pompe Registry represents worldwide data collection on this rare and clinically heterogeneous disease. This report describes the design, methodology, and early findings from the Registry and presents an overview of the Registry population over a five-year period from its inception in September 2004 through September 2009. Among the 742 patients from 28 countries in the Registry, 70% (517/742) reported symptom onset >12 months of age and 23% (170/742) reported symptom onset ≤12 months of age. Seventy-eight percent (582/742) of registry patients have received enzyme replacement therapy. Overall, Registry data appear to be consistent with smaller natural history studies in terms of symptoms and disease course in classical infantile Pompe disease (≤12 months of age with cardiomyopathy) and late-onset Pompe disease (>12 months of age). In addition, a subset of patients with symptom onset ≤12 months of age do not have cardiomyopathy (14.7%); these patients appear to have a later age at first symptoms and diagnosis than their peers with cardiomyopathy. As the largest dataset on Pompe disease to date, the Pompe Registry will serve to improve recognition of the disease, enhance understanding of the variable disease course, and offer insights into treated and untreated disease course.",
448,GARD:0000600,Glycogen storage disease type 12,21415759,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Natural history of Danon disease.,https://pubmed.ncbi.nlm.nih.gov/21415759,"BACKGROUND: Danon disease is a rare but serious cardiac and skeletal myopathy leading to substantial morbidity and early mortality due to arrhythmia and cardiomyopathy. The X-linked nature of inheritance accounts for reported differences in phenotypic severity between men and women. The rarity of Danon disease has limited understanding of the complete phenotype. Clinical estimates of ages of disease onset and survival based on gender have not been published. METHODS AND RESULTS: We present data on 82 patients with Danon disease from 36 families, the largest series to date. Men were severely affected with cognitive disabilities (100%), hypertrophic cardiomyopathy (88%), and muscle weakness (80%). Men had a high morbidity and were unlikely to reach the age of 25 years without a cardiac transplantation. Women were less severely affected but reported higher than expected levels of cognitive (47%) and skeletal muscle complaints (50%) and manifesting an equal prevalence of dilated cardiomyopathy and hypertrophic cardiomyopathy. Combining our data with that of 63 other Danon disease case reports in the literature, the average ages of first symptom, cardiac transplantation, and death were 12.1, 17.9, and 19.0 years in men and 27.9, 33.7, and 34.6 years in women, respectively. CONCLUSION: These data more broadly illuminate the Danon disease phenotype and should prove useful to physicians working with and providing genetic counseling to families with Danon disease. Women with Danon disease present with clinical symptoms and events approximately 15 years after men and report a higher proportion of cognitive and skeletal muscle problems than previously recognized.",
449,GARD:0000602,Allergic bronchopulmonary aspergillosis,30221100,"['Case Reports', 'case-report']",Case of Missing Plastic: Foreign Body Bronchiectasis.,https://pubmed.ncbi.nlm.nih.gov/30221100,"Bronchiectasis is a well-known entity where the airways abnormally dilate losing their natural function. Most common causes of non-cytic fibrosis bronchiectasis in the middle age group include secondary immunodeficiency, aspiration, and allergic bronchopulmonary aspergillosis (ABPA). Obstructive foreign body is an uncommon cause of bronchiectasis and is often a missed diagnosis in a localized disease. Foreign bodies can be missed making the diagnosis and treatment more challenging and hence foreign body bronchiectasis should be considered in patients presenting with focal disease. Here we describe a patient with a retained foreign body that was discovered post lobectomy during gross pathological examination of the specimen with no significant aspiration history, non-diagnostic imaging of the chest and negative bronchoscopy.",
450,GARD:0000602,Allergic bronchopulmonary aspergillosis,28552257,"['Clinical Trial, Phase II', 'Multicenter Study', 'Randomized Controlled Trial', 'Journal Article']",[Allergic bronchopulmonary aspergillosis: Evaluation of a maintenance therapy with nebulized Ambisome®].,https://pubmed.ncbi.nlm.nih.gov/28552257,"Allergic bronchopulmonary aspergillosis (ABPA) affects 3-13% of patients with asthma. Its natural history includes possibly life-threatening exacerbations and evolution towards fixed obstructive ventilatory disorders or even irreversible lung fibrosis lesions. ABPA prognosis is directly associated with exacerbation control and the main objective of the treatment is to decrease their frequency and duration. Recommendations regarding dosage and duration of treatment are not very precise. The currently used combination of itraconazole and corticosteroid therapy has many limitations. The interests of a therapeutic strategy using nebulized liposomal amphotericin B (LAmB) are to heighten antifungal lung tissue concentration, to circumvent drug interactions and decrease the potential toxicity of systemic antifungal treatments. Finally, this association leads to improved eradication of Aspergillus, thereby limiting the risk of side effects and the emergence of treatment-resistant Aspergillus strains.This is a phase II, multicentre, randomized, single blind, controlled therapeutic study, with the objective of comparing the potential benefit on exacerbation control of a maintenance therapy by LAmB nebulization. The main objective of the study is to compare the incidence of severe clinical exacerbations in ABPA treatment, between a maintenance treatment strategy with nebulized LAmB and a conventional strategy without antifungal maintenance therapy.The results will guide practitioners in the management of ABPA treatments and help to define the place of aerosols of LAmB on ""evidence base medicine"" criteria.",
451,GARD:0000602,Allergic bronchopulmonary aspergillosis,25583415,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Clinical expression of patients with the D1152H CFTR mutation.,https://pubmed.ncbi.nlm.nih.gov/25583415,"Discordant results were reported on the clinical expression of subjects bearing the D1152H CFTR mutation, and also for the small number of cases reported so far.A retrospective review of clinical, genetic and biochemical data was performed from individuals homozygous or compound heterozygous for the D1152H mutation followed in 12 Italian cystic fibrosis (CF) centers.89 subjects carrying at least D1152H on one allele were identified. 7 homozygous patients had very mild clinical expression. Over half of the 74 subjects compound heterozygous for D1152H and a I-II-III class mutation had borderline or pathological sweat test and respiratory or gastrointestinal symptoms; one third had pulmonary bacteria colonization and 10/74 cases had complications (i.e. diabetes, allergic bronchopulmonary aspergillosis, and hemoptysis). However, their clinical expression was less severe as compared to a group of CF patients homozygous for the F508del mutation. Finally, 8 subjects compound heterozygous for D1152H and a IV-V class mutation showed very mild disease.The natural history of subjects bearing the D1152H mutation is widely heterogeneous and is influenced by the mutation in trans.",
452,GARD:0000602,Allergic bronchopulmonary aspergillosis,24869560,['Editorial'],What is the importance of classifying Aspergillus disease in cystic fibrosis patients?,https://pubmed.ncbi.nlm.nih.gov/24869560,"Aspergillus species are commonly isolated from lower respiratory tract samples of patients with cystic fibrosis (CF) and markers of immunological sensation to Aspergillus are frequently encountered in this group of patients; however, the contribution of Aspergillus to CF lung disease outside of the typical complications of ABPA and aspergilloma formation remains largely unclear. Patients with CF show discretely different responses to Aspergillus, though the underlying reasons for this variation are unknown. Recent work has begun to allow us to categorize patient responses to Aspergillus based upon molecular markers of infection and immune sensitization. Aspergillus sensitization and/or airway infection is associated with worse FEV1, in CF and other patients (asthma, chronic obstructive pulmonary disease, bronchiectasis). Classification of different clinical phenotypes of Aspergillus will enable future studies to determine the natural history of different manifestations of Aspergillus disease and evaluate the effects of intervention with antifungal therapy.",
453,GARD:0000602,Allergic bronchopulmonary aspergillosis,24735832,"['research-article', 'Journal Article']",Fungal allergy in asthma-state of the art and research needs.,https://pubmed.ncbi.nlm.nih.gov/24735832,"Sensitization to fungi and long term or uncontrolled fungal infection are associated with poor control of asthma, the likelihood of more severe disease and complications such as bronchiectasis and chronic pulmonary aspergillosis. Modelling suggests that >6.5 million people have severe asthma with fungal sensitizations (SAFS), up to 50% of adult asthmatics attending secondary care have fungal sensitization, and an estimated 4.8 million adults have allergic bronchopulmonary aspergillosis (ABPA). There is much uncertainty about which fungi and fungal allergens are relevant to asthma, the natural history of sensitisation to fungi, if there is an exposure response relationship for fungal allergy, and the pathogenesis and frequency of exacerbations and complications. Genetic associations have been described but only weakly linked to phenotypes. The evidence base for most management strategies in ABPA, SAFS and related conditions is weak. Yet straightforward clinical practice guidelines for management are required. The role of environmental monitoring and optimal means of controlling disease to prevent disability and complications are not yet clear. In this paper we set out the key evidence supporting the role of fungal exposure, sensitisation and infection in asthmatics, what is understood about pathogenesis and natural history and identify the numerous areas for research studies.",
454,GARD:0000605,Alopecia-contractures-dwarfism-intellectual disability syndrome,31879555,"[""Research Support, Non-U.S. Gov't"", 'Systematic Review', 'review-article', 'Journal Article', 'Research Support, N.I.H., Extramural']",Neuropsychiatric decompensation in adolescents and adults with Phelan-McDermid syndrome: a systematic review of the literature.,https://pubmed.ncbi.nlm.nih.gov/31879555,"Phelan-McDermid syndrome (PMS) is caused by haploinsufficiency of the SHANK3 gene on chromosome 22q13.33 and is characterized by intellectual disability, hypotonia, severe speech impairments, and autism spectrum disorder. Emerging evidence indicates that there are changes over time in the phenotype observed in individuals with PMS, including severe neuropsychiatric symptoms and loss of skills occurring in adolescence and adulthood. To gain further insight into these phenomena and to better understand the long-term course of the disorder, we conducted a systematic literature review and identified 56 PMS cases showing signs of behavioral and neurologic decompensation in adolescence or adulthood (30 females, 25 males, 1 gender unknown). Clinical presentations included features of bipolar disorder, catatonia, psychosis, and loss of skills, occurring at a mean age of 20 years. There were no apparent sex differences in the rates of these disorders except for catatonia, which appeared to be more frequent in females (13 females, 3 males). Reports of individuals with point mutations in SHANK3 exhibiting neuropsychiatric decompensation and loss of skills demonstrate that loss of one copy of SHANK3 is sufficient to cause these manifestations. In the majority of cases, no apparent cause could be identified; in others, symptoms appeared after acute events, such as infections, prolonged or particularly intense seizures, or changes in the individual's environment. Several individuals had a progressive neurological deterioration, including one with juvenile onset metachromatic leukodystrophy, a severe demyelinating disorder caused by recessive mutations in the ARSA gene in 22q13.33. These reports provide insights into treatment options that have proven helpful in some cases, and are reviewed herein. Our survey highlights how little is currently known about neuropsychiatric presentations and loss of skills in PMS and underscores the importance of studying the natural history in individuals with PMS, including both cross-sectional and long-term longitudinal analyses. Clearer delineation of these neuropsychiatric symptoms will contribute to their recognition and prompt management and will also help uncover the underlying biological mechanisms, potentially leading to improved interventions.",
455,GARD:0000605,Alopecia-contractures-dwarfism-intellectual disability syndrome,31869166,"['Book', 'Review']",Supraspinatus Tendonitis,https://pubmed.ncbi.nlm.nih.gov/31869166,"Primary care, sports medicine, and orthopedic surgeons commonly manage shoulder injuries and shoulder pain. Some reports in the literature cite that up to half of the clinical shoulder complaints are handled in a single visit by a primary care provider.[1] Rotator cuff pathologies are one common source of shoulder complaints. The rotator cuff consists of four muscles and their associated tendons: the supraspinatus, infraspinatus, teres minor, and the subscapularis.[2][3][3][3] Rotator cuff dysfunction is a common source of pain and disability in multiple patient populations.[4] Traditional thinking regarding rotator cuff injuries places patients on a continuum toward eventual rotator cuff failure and varying degrees of partial- to full-thickness tear patterns. The natural history, as described by Neer, was that the rotator cuff would come in contact with a pathologic acromial undersurface during certain motions.[4] The original thinking was that this is impingement phenomenon was the inciting event that would cause the eventual cascade of rotator cuff pathologies. Neer's description was the mainstay of impingement shoulder theory for years to come.[5] According to Neer, the supraspinatus would then undergo a predictable breakdown in three stages: edema and hemorrhage, fibrosis and tendonitis, and eventual tendon rupture.[6] More recent thinking and research have added continued complexity to Neer's theory, and there is research to call into question the validity of that pathway. Moreover, the evolution of Neer's theory has developed into a broader classification of rotator cuff syndrome and pathologies, including internal versus external impingement mechanisms.[7][4]",
456,GARD:0000605,Alopecia-contractures-dwarfism-intellectual disability syndrome,31854050,['Journal Article'],Neurodevelopmental profile of siblings with Angelman syndrome due to pathogenic UBE3A variants.,https://pubmed.ncbi.nlm.nih.gov/31854050,"BACKGROUND:Angelman syndrome (AS) is a neurodevelopmental disorder caused by a lack of expression of the maternally inherited UBE3A gene on chromosome 15. Individuals with AS due to a UBE3A mutation are more likely to have siblings who also have AS compared with those with AS due to other cytogenetic/molecular mechanisms, but it is unknown whether the developmental outcome of siblings who have AS is similar. METHODS:Through an ongoing AS Natural History Study, we identified seven pairs of siblings with AS due to a UBE3A mutation. We compared the neurodevelopment of the first-born and second-born siblings with AS participants who have a UBE3A mutation and have either typically developing siblings or no siblings. RESULTS:Second-born AS participants due to a UBE3A mutation were more likely to be diagnosed at an earlier age. With the exception of higher expressive language scores among the second-born participants, no other differences were observed in the developmental and adaptive functioning skills across the different groups. CONCLUSIONS:The presence of an older sibling with the same neurodevelopmental disorder is associated with an earlier age of diagnosis and may be associated with an improvement in expressive language skills; the developmental outcome of siblings with AS due to a UBE3A mutation is otherwise comparable.",
457,GARD:0000605,Alopecia-contractures-dwarfism-intellectual disability syndrome,31819025,"['Journal Article', 'Case Reports']",A de novo truncating mutation in ASXL1 associated with segmental overgrowth.,https://pubmed.ncbi.nlm.nih.gov/31819025,"Mutations in genes involved in chromatin remodelling have been implicated in broad phenotypes of congenital abnormalities and neurodevelopment. However, limited genotype-phenotype correlations are available for some of the rarest genetic disorders that affect chromatin regulation. We hereby describe a 12-year-old girl presented at birth with severe hypotonia, developmental delay, a mid-line capillary malformation and distinctive craniofacial features. During the natural history of her disease, the girl developed severe spasticity and drug-resistant seizures, leading to a diagnosis of Bohring-Opitz syndrome (BOS). We performed whole-exome sequencing (WES) and identified a de novo mutation in ASXL1 (c.2033dupG) which results in the introduction of a premature stop codon (p.R678fs*6). ASXL1 encodes a polycomb repressive complex protein implicated in chromatin regulation and de novo mutations are a known cause of BOS. Phenotypes with segmental craniofacial overgrowth associated to midline capillary malformations enlarge the clinical spectrum of BOS at onset and further expand the differential diagnosis in ASXL1 mutation carriers.",
458,GARD:0000605,Alopecia-contractures-dwarfism-intellectual disability syndrome,31782611,"[""Research Support, Non-U.S. Gov't"", 'Journal Article', 'Research Support, N.I.H., Extramural']",Phenotypic expansion of POGZ-related intellectual disability syndrome (White-Sutton syndrome).,https://pubmed.ncbi.nlm.nih.gov/31782611,"White-Sutton syndrome (WHSUS) is a recently-identified genetic disorder resulting from de novo heterozygous pathogenic variants in POGZ. Thus far, over 50 individuals have been reported worldwide, however phenotypic characterization and data regarding the natural history are still incomplete. Here we report the clinical features of 22 individuals with 21 unique loss of function POGZ variants. We observed a broad spectrum of intellectual disability and/or developmental delay with or without autism, and speech delay in all individuals. Other common problems included ocular abnormalities, hearing loss and gait abnormalities. A validated sleep disordered breathing questionnaire identified symptoms of obstructive sleep apnea in 4/12 (33%) individuals. A higher-than-expected proportion of cases also had gastrointestinal phenotypes, both functional and anatomical, as well as genitourinary anomalies. In line with previous publications, we observed an increased body mass index (BMI) z-score compared to the general population (mean 0.59, median 0.9; p 0.0253). Common facial features included microcephaly, broad forehead, midface hypoplasia, triangular mouth, broad nasal root and flat nasal bridge. Analysis of the Baylor Genetics clinical laboratory database revealed that POGZ variants were implicated in approximately 0.14% of cases who underwent clinical exome sequencing for neurological indications with or without involvement of other body systems. This study describes a greater allelic series and expands the phenotypic spectrum of this new syndromic form of intellectual disability and autism.",
459,GARD:0000612,Alopecia-intellectual disability syndrome,31879555,"[""Research Support, Non-U.S. Gov't"", 'Systematic Review', 'review-article', 'Journal Article', 'Research Support, N.I.H., Extramural']",Neuropsychiatric decompensation in adolescents and adults with Phelan-McDermid syndrome: a systematic review of the literature.,https://pubmed.ncbi.nlm.nih.gov/31879555,"Phelan-McDermid syndrome (PMS) is caused by haploinsufficiency of the SHANK3 gene on chromosome 22q13.33 and is characterized by intellectual disability, hypotonia, severe speech impairments, and autism spectrum disorder. Emerging evidence indicates that there are changes over time in the phenotype observed in individuals with PMS, including severe neuropsychiatric symptoms and loss of skills occurring in adolescence and adulthood. To gain further insight into these phenomena and to better understand the long-term course of the disorder, we conducted a systematic literature review and identified 56 PMS cases showing signs of behavioral and neurologic decompensation in adolescence or adulthood (30 females, 25 males, 1 gender unknown). Clinical presentations included features of bipolar disorder, catatonia, psychosis, and loss of skills, occurring at a mean age of 20 years. There were no apparent sex differences in the rates of these disorders except for catatonia, which appeared to be more frequent in females (13 females, 3 males). Reports of individuals with point mutations in SHANK3 exhibiting neuropsychiatric decompensation and loss of skills demonstrate that loss of one copy of SHANK3 is sufficient to cause these manifestations. In the majority of cases, no apparent cause could be identified; in others, symptoms appeared after acute events, such as infections, prolonged or particularly intense seizures, or changes in the individual's environment. Several individuals had a progressive neurological deterioration, including one with juvenile onset metachromatic leukodystrophy, a severe demyelinating disorder caused by recessive mutations in the ARSA gene in 22q13.33. These reports provide insights into treatment options that have proven helpful in some cases, and are reviewed herein. Our survey highlights how little is currently known about neuropsychiatric presentations and loss of skills in PMS and underscores the importance of studying the natural history in individuals with PMS, including both cross-sectional and long-term longitudinal analyses. Clearer delineation of these neuropsychiatric symptoms will contribute to their recognition and prompt management and will also help uncover the underlying biological mechanisms, potentially leading to improved interventions.",
460,GARD:0000612,Alopecia-intellectual disability syndrome,31869166,"['Book', 'Review']",Supraspinatus Tendonitis,https://pubmed.ncbi.nlm.nih.gov/31869166,"Primary care, sports medicine, and orthopedic surgeons commonly manage shoulder injuries and shoulder pain. Some reports in the literature cite that up to half of the clinical shoulder complaints are handled in a single visit by a primary care provider.[1] Rotator cuff pathologies are one common source of shoulder complaints. The rotator cuff consists of four muscles and their associated tendons: the supraspinatus, infraspinatus, teres minor, and the subscapularis.[2][3][3][3] Rotator cuff dysfunction is a common source of pain and disability in multiple patient populations.[4] Traditional thinking regarding rotator cuff injuries places patients on a continuum toward eventual rotator cuff failure and varying degrees of partial- to full-thickness tear patterns. The natural history, as described by Neer, was that the rotator cuff would come in contact with a pathologic acromial undersurface during certain motions.[4] The original thinking was that this is impingement phenomenon was the inciting event that would cause the eventual cascade of rotator cuff pathologies. Neer's description was the mainstay of impingement shoulder theory for years to come.[5] According to Neer, the supraspinatus would then undergo a predictable breakdown in three stages: edema and hemorrhage, fibrosis and tendonitis, and eventual tendon rupture.[6] More recent thinking and research have added continued complexity to Neer's theory, and there is research to call into question the validity of that pathway. Moreover, the evolution of Neer's theory has developed into a broader classification of rotator cuff syndrome and pathologies, including internal versus external impingement mechanisms.[7][4]",
461,GARD:0000612,Alopecia-intellectual disability syndrome,31854050,['Journal Article'],Neurodevelopmental profile of siblings with Angelman syndrome due to pathogenic UBE3A variants.,https://pubmed.ncbi.nlm.nih.gov/31854050,"BACKGROUND:Angelman syndrome (AS) is a neurodevelopmental disorder caused by a lack of expression of the maternally inherited UBE3A gene on chromosome 15. Individuals with AS due to a UBE3A mutation are more likely to have siblings who also have AS compared with those with AS due to other cytogenetic/molecular mechanisms, but it is unknown whether the developmental outcome of siblings who have AS is similar. METHODS:Through an ongoing AS Natural History Study, we identified seven pairs of siblings with AS due to a UBE3A mutation. We compared the neurodevelopment of the first-born and second-born siblings with AS participants who have a UBE3A mutation and have either typically developing siblings or no siblings. RESULTS:Second-born AS participants due to a UBE3A mutation were more likely to be diagnosed at an earlier age. With the exception of higher expressive language scores among the second-born participants, no other differences were observed in the developmental and adaptive functioning skills across the different groups. CONCLUSIONS:The presence of an older sibling with the same neurodevelopmental disorder is associated with an earlier age of diagnosis and may be associated with an improvement in expressive language skills; the developmental outcome of siblings with AS due to a UBE3A mutation is otherwise comparable.",
462,GARD:0000612,Alopecia-intellectual disability syndrome,31819025,"['Journal Article', 'Case Reports']",A de novo truncating mutation in ASXL1 associated with segmental overgrowth.,https://pubmed.ncbi.nlm.nih.gov/31819025,"Mutations in genes involved in chromatin remodelling have been implicated in broad phenotypes of congenital abnormalities and neurodevelopment. However, limited genotype-phenotype correlations are available for some of the rarest genetic disorders that affect chromatin regulation. We hereby describe a 12-year-old girl presented at birth with severe hypotonia, developmental delay, a mid-line capillary malformation and distinctive craniofacial features. During the natural history of her disease, the girl developed severe spasticity and drug-resistant seizures, leading to a diagnosis of Bohring-Opitz syndrome (BOS). We performed whole-exome sequencing (WES) and identified a de novo mutation in ASXL1 (c.2033dupG) which results in the introduction of a premature stop codon (p.R678fs*6). ASXL1 encodes a polycomb repressive complex protein implicated in chromatin regulation and de novo mutations are a known cause of BOS. Phenotypes with segmental craniofacial overgrowth associated to midline capillary malformations enlarge the clinical spectrum of BOS at onset and further expand the differential diagnosis in ASXL1 mutation carriers.",
463,GARD:0000612,Alopecia-intellectual disability syndrome,31782611,"[""Research Support, Non-U.S. Gov't"", 'Journal Article', 'Research Support, N.I.H., Extramural']",Phenotypic expansion of POGZ-related intellectual disability syndrome (White-Sutton syndrome).,https://pubmed.ncbi.nlm.nih.gov/31782611,"White-Sutton syndrome (WHSUS) is a recently-identified genetic disorder resulting from de novo heterozygous pathogenic variants in POGZ. Thus far, over 50 individuals have been reported worldwide, however phenotypic characterization and data regarding the natural history are still incomplete. Here we report the clinical features of 22 individuals with 21 unique loss of function POGZ variants. We observed a broad spectrum of intellectual disability and/or developmental delay with or without autism, and speech delay in all individuals. Other common problems included ocular abnormalities, hearing loss and gait abnormalities. A validated sleep disordered breathing questionnaire identified symptoms of obstructive sleep apnea in 4/12 (33%) individuals. A higher-than-expected proportion of cases also had gastrointestinal phenotypes, both functional and anatomical, as well as genitourinary anomalies. In line with previous publications, we observed an increased body mass index (BMI) z-score compared to the general population (mean 0.59, median 0.9; p 0.0253). Common facial features included microcephaly, broad forehead, midface hypoplasia, triangular mouth, broad nasal root and flat nasal bridge. Analysis of the Baylor Genetics clinical laboratory database revealed that POGZ variants were implicated in approximately 0.14% of cases who underwent clinical exome sequencing for neurological indications with or without involvement of other body systems. This study describes a greater allelic series and expands the phenotypic spectrum of this new syndromic form of intellectual disability and autism.",
464,GARD:0000613,Alopecia totalis,7791384,"[""Research Support, U.S. Gov't, P.H.S."", 'Journal Article']","Incidence of alopecia areata in Olmsted County, Minnesota, 1975 through 1989.",https://pubmed.ncbi.nlm.nih.gov/7791384,"OBJECTIVE:To assess the incidence and natural history of alopecia areata (AA) among unselected patients from a community. DESIGN:We conducted a retrospective population-based descriptive study of AA among residents of Olmsted County, Minnesota, for the period from 1975 through 1989. MATERIAL AND METHODS:After identifying 292 Olmsted County residents first diagnosed with AA during the 15-year study period, we reviewed their complete (inpatient and outpatient) medical records in the community and statistically analyzed the effects of gender and age-group. RESULTS:The overall incidence of AA was 20.2 per 100,000 person-years and did not change with time. Rates were similar in the two genders and over all ages, and lifetime risk was estimated at 1.7%. Eighty-seven percent of patients were examined by a dermatologist who diagnosed AA, and 29% of cases were confirmed by biopsy. Most patients had mild or moderate disease, but alopecia totalis or universalis developed at some point during the clinical course in 21 patients. CONCLUSION:This study of the incidence and natural history of AA in a community shows that this disorder is fairly common and can be seen at all ages. Although spontaneous resolution is expected in most patients, a small but significant proportion of cases (probably approximately 7%) may evolve into severe and chronic hair loss, which may be psychosocially devastating for affected persons.",
465,GARD:0000621,Alpha-thalassemia,30057991,"['review-article', 'Review', 'Journal Article']","Genetic, laboratory and clinical risk factors in the development of overt ischemic stroke in children with sickle cell disease.",https://pubmed.ncbi.nlm.nih.gov/30057991,"Cerebrovascular disease, particularly stroke, is one of the most severe clinical complications associated with sickle cell disease and is a significant cause of morbidity in both children and adults. Over the past two decades, considerable advances have been made in the understanding of its natural history and enabled early identification and treatment of children at the highest risk. Transcranial Doppler screening and regular blood transfusions have markedly reduced the risk of stroke in children. However, transcranial Doppler has a limited positive predictive value and the pathophysiology of cerebrovascular disease is not completely understood. In this review, we will focus on the current state of knowledge about risk factors associated with ischemic stroke in patients with sickle cell disease. A search of PubMed was performed to identify studies. Full texts of the included articles were reviewed and data were summarized in a table. The coinheritance of alpha-thalassemia plays a protective role against ischemic stroke. The influence of other genetic risk factors is controversial, still preliminary, and requires confirmatory studies. Recent advances have established the reticulocyte count as the most important laboratory risk factor. Clinical features associated with acute hypoxemia as well as silent infarcts seem to influence the development of strokes in children. However, transcranial Doppler remains the only available clinical prognostic tool to have been validated. If our understanding of the many risk factors associated with stroke advances further, it may be possible to develop useful tools to detect patients at the highest risk early, improving the selection of children requiring intensification therapy.",
466,GARD:0000621,Alpha-thalassemia,28815406,"['Journal Article', 'Case Reports']",Successful management of a hydropic fetus with severe anemia and thrombocytopenia caused by anti-CD36 antibody.,https://pubmed.ncbi.nlm.nih.gov/28815406,"Cases of CD36 deficiency are not rare in Asian populations, foetal and neonatal alloimmune thrombocytopenia (FNAIT) caused by anti-CD36 isoantibodies appears more frequent than other HPA alloantibodies. However, little is known about the treatment of anti-CD36 mediated FNAIT in this region. A Chinese male foetus, whose mother had a history of multiple intrauterine foetal demise and/or hydrops, was diagnosed with severe FNAIT at 27 weeks of gestational age. Immunological analysis revealed total absence of CD36 on platelets and monocytes from mother, caused by a 329-330delAC mutation of the CD36 gene. Anti-CD36 and anti-HLA class I antibodies were detected in the maternal serum, whereas only anti-CD36 isoantibodies were detectable in the foetal blood sample. Serial intrauterine transfusions with red blood cells (RBC) and platelets from a CD36null donor were performed to improve the severe anaemia and thrombocytopenia. The baby (2250 g; Apgar scores 10) was delivered vaginally at 32 weeks of gestation with normal haemoglobin (186 g/L) but low platelet count (48 × 109/L). After 2 days the platelet count rose to 121 × 109/L. This report suggests that intrauterine transfusions with compatible RBC and CD36null platelets are useful in preventing the deleterious clinical effects of anti-CD36-mediated severe FNAIT.",
467,GARD:0000621,Alpha-thalassemia,28057638,"[""Research Support, Non-U.S. Gov't"", 'review-article', 'Review', 'Journal Article']",An international registry of survivors with Hb Bart's hydrops fetalis syndrome.,https://pubmed.ncbi.nlm.nih.gov/28057638,"Hemoglobin (Hb) Bart's hydrops fetalis syndrome (BHFS) resulting from α0-thalassemia is considered a universally fatal disorder. However, over the last 3 decades, improvements in intrauterine interventions and perinatal intensive care have resulted in increasing numbers of BHFS survivors. We have initiated an international registry containing information on 69 patients, of which 31 are previously unpublished. In this perspective, we analyze the available clinical information to document the natural history of BHFS. In the future, once we have accrued sufficient cases, we aim to build on this study and provide information to allow counseling of at-risk couples. To date, 39 patients have survived beyond the age of 5 years, 18 of whom are now older than 10 years. Based on the available cases, we find evidence to suggest that intrauterine therapy provides benefits during the perinatal and neonatal period; however, it may not provide additional benefits to long-term growth and neurodevelopmental outcomes. Growth retardation is a major adverse long-term outcome among BHFS patients with ∼40% being severely affected in terms of weight and ∼50% in terms of height. There is also an increased risk of neurodevelopmental delay as we find 20% (11/55) of BHFS survivors suffer from a serious delay of ≥6 months. Most patients in the registry require lifelong transfusion and often have associated congenital abnormalities and comorbidities. This perspective is a first step in gathering information to allow provision of informed counseling on the predicted outcomes of affected babies.",
