,gardid,disease,pmid,pubTypes,title,url,abstract
495,GARD:0002539,Gonadal dysgenesis mixed,24826988,"[""Research Support, Non-U.S. Gov't"", 'Journal Article', 'Observational Study']",Increased risk of gonadal malignancy and prophylactic gonadectomy: a study of 102 phenotypic female patients with Y chromosome or Y-derived sequences.,https://pubmed.ncbi.nlm.nih.gov/24826988,"STUDY QUESTION: What is the optimal protocol of management for phenotypic female patients with Y chromosome or Y-derived sequences, in particular for adult patients? SUMMARY ANSWER: Immediate gonadectomy, long-term hormone therapy and psychological care are suggested to be the optimal management for older phenotypic female patients with Y chromosome or Y-derived sequences. WHAT IS KNOWN ALREADY: Phenotypic female patients with Y chromosome or Y-derived sequences are at increasing risk of developing gonadal tumors with age. Early diagnosis and safe guidelines of management for these patients are needed. STUDY DESIGN, SIZE, DURATION: One hundred and two phenotypic women with Y chromosome or Y-derived sequences were included in a straightforward, retrospective-observational study conducted over a period of 26 years from January 1985 to November 2010. PARTICIPANTS/MATERIALS, SETTING AND METHODS: Patients aged 16-34 years presenting to our Academic Department of Gynecology with symptoms of disorders of sex development were subjected to history taking, hormonal evaluation, conventional cytogenetic analysis, PCR, histopathology and immunohistochemistry. Features of the gonads were examined and the outcome of prophylactic gonadectomy evaluated. MAIN RESULTS AND THE ROLE OF CHANCE: Among the patients recruited in our study, 48 patients (47.1%) were diagnosed with complete/partial androgen insensitivity syndrome (CAIS/PAIS) (46XY), 33 cases (32.4%) with gonadal dysgenesis (46XY) and the remaining subjects (20.1%) with mixed gonadal dysgenesis (with sex chromosome structural abnormalities). The total incidence of malignancy was 17.6%. Seventeen patients (16.7%) had gonadoblastoma, while one patient (1.0%) with gonadal dysgenesis had dysgerminoma. Gonadoblastoma were observed in 2/21 patients with sex chromosome structural abnormalities (9.5%), 3/33 patients with gonadal dysgenesis (9.1%), 9/30 patients with CAIS (30.0%) and 3/18 patients with PAIS (16.7%). LIMITATIONS, REASONS FOR CAUTION: Selection bias in this cohort study may affect data interpretation due to the low incidence of disorders of sex development in the general population. WIDER IMPLICATIONS OF THE FINDINGS: The risk for malignant transformation may occur in early life and highly increase with age in patients with Y chromosome or Y-derived sequences. Optimal timing of gonadectomy should be decided by multiple factors including the subgroup of disorder, age and degree of patient's maturity. In addition, gonadal biopsy is suggested when the disease is diagnosed and any evidence of premalignancy warranties gonadectomy. STUDY FUNDING/COMPETING INTEREST(S): This work was supported by the National Key Scientific Research Project (2013CB967404), Natural Science Funds of Zhejiang Province (Y13H04005), Zhejiang Qianjiang talent plan (2013R10027), the Fundamental Research Funds for the Central Universities and Key Projects in the National Science & Technology Pillar Program during the Eleventh Five-Year Plan Period (2012BAI32B04). The authors have no conflicts of interest to declare. TRIAL REGISTRATION NUMBER None."
496,GARD:0002539,Gonadal dysgenesis mixed,17963221,"['Research Support, N.I.H., Intramural', 'Journal Article', 'Case Reports']","Newly delineated syndrome of congenital lipomatous overgrowth, vascular malformations, and epidermal nevi (CLOVE syndrome) in seven patients.",https://pubmed.ncbi.nlm.nih.gov/17963221,"We present a series of seven patients who were previously diagnosed with Proteus syndrome, but who do not meet published diagnostic criteria for this disorder and whose natural history is distinct from that of Proteus syndrome. This newly recognized phenotype comprises progressive, complex, and mixed truncal vascular malformations, dysregulated adipose tissue, varying degrees of scoliosis, and enlarged bony structures without progressive bony overgrowth. We have named this condition congenital lipomatous overgrowth, vascular malformations, and epidermal nevi (CLOVE syndrome) on a heuristic basis. In contrast to the bony distortion so characteristic of Proteus syndrome, distortion in CLOVE syndrome occurs only following major or radical surgery. Here, we contrast differences and similarities of CLOVE syndrome to Proteus syndrome."
497,GARD:0002539,Gonadal dysgenesis mixed,9949435,"['Review', 'Journal Article']",Genetic concerns for the subfertile male in the era of ICSI.,https://pubmed.ncbi.nlm.nih.gov/9949435,"The treatment of severe male factor infertility has seen remarkable advances in the last five years with the introduction and widespread use of intracytoplasmic sperm injection (ICSI). Although ICSI represents one of the most important advances in the treatment of the subfertile male, significant concerns exist regarding the potential for transmission of abnormal genes to the offspring because many of the natural barriers to conception have been bypassed. Because these couples were not able to conceive prior to ICSI, the long-term genetic consequences in these offspring are largely undefined at this time. Genetic abnormalities related to male infertility need to be considered in terms of being (1) causative for male infertility and (2) potentially transmissible to the offspring. Reasons for pursuing a genetic evaluation include (1) establishing a diagnosis, (2) establishing a possible genetic origin, (3) clarifying the pattern of inheritance, and (4) providing information on natural history, variation and expression. The three most common known genetic factors related to male infertility are cystic fibrosis gene mutations leading to congenital absence of the vas deferens, Y-chromosome microdeletions leading to spermatogenic impairment, and karyotype abnormalities. When congenital bilateral absence of the vas deferens with azoospermia is encountered, cystic fibrosis transmembrane conductance regulator (CFTR) gene mutations are commonly the underlying cause. When testicular failure is manifest by azoospermia or severe oligoszoospermia, Y-chromosome microdeletions may be present in approximately 10-15 per cent of otherwise normal appearing men. Karyotyping can uncover potentially transmissible genetic abnormalities in the infertile male including structural chromosomal disorders such as Klinefelter's (classic 47,XXY), mixed gonadal dysgenesis, chromosomal translocations and XYY syndromes. Finally, potential male infertility genes in animal models are reviewed. Without question, advances in clinical and basic research raise scientific and social issues that must be addressed."
498,GARD:0002539,Gonadal dysgenesis mixed,8607249,"['Review', 'Journal Article', 'Case Reports']","Ambiguous genitalia in an elderly woman with a mosaic 45,X/46,X,dic(Y)(Q11.2) karyotype.",https://pubmed.ncbi.nlm.nih.gov/8607249,"A 66-year-old woman presented with clitoromegaly since childhood, primary amenorrhea, no breast development, and a large right inguinal hernia. A mosaic karyotype was identified containing a predominant 45,X cell line and a cell line with 46 chromosomes, one X chromosome, and a small dicentric Y chromosome with a breakpoint in band qII.2. The patient underwent hysterectomy, bilateral gonadectomy, inguinal hernia repair, clitoral recession, and formation of a neointroitus. A dysgerminoma was identified in the right dysgenetic gonad. This report demonstrates the natural history of untreated mixed gonadal dysgenesis and the importance of early evaluation and treatment, as well as the molecular characterization of a dicentric Y chromosome."
499,GARD:0002539,Gonadal dysgenesis mixed,1621526,['Journal Article'],Standards for growth and growth velocity in Turner's syndrome.,https://pubmed.ncbi.nlm.nih.gov/1621526,"Turner-specific natural growth and growth velocity curves based on the retrospectively surveyed growth data of 704 Japanese patients in a mixed cross-sectional and longitudinal mode are reported. There was no significant difference in growth between the patients with karyotype 45,X and non-45,X. Twenty-three patients had a history of genital bleeding between the ages of 11 and 14 years (12 years +/- 9 months). The mean height of the patients with genital bleeding did not differ significantly from that without bleeding from birth until 1 year 3 months of age but thereafter the former were always significantly taller than the latter. The former ceased growing after 18 years; on the other hand the latter were still growing after 18 years and then the final height of each group of patients became almost the same (139.6 +/- 3.5 cm in the former and 139.1 +/- 5.6 cm in the latter). A slight and gentle growth spurt was observed during the expected adolescent period in both groups, with and without genital bleeding. However, the mean height of peak (1.3 +/- 0.95 cm/year) and the mean peak velocity (5.2 +/- 1.1 cm/year) in the patients with genital bleeding were significantly higher than those (0.7 +/- 0.36 and 3.8 +/- 0.6 cm/year, respectively) in the patients without genital bleeding."
500,GARD:0002540,Gonadal dysgenesis Turner type,31868316,['Journal Article'],Congenital heart defects associated with aneuploidy syndromes: New insights into familiar associations.,https://pubmed.ncbi.nlm.nih.gov/31868316,"The frequent occurrence of congenital heart defects (CHDs) in chromosome abnormality syndromes is well-known, and among aneuploidy syndromes, distinctive patterns have been delineated. We update the type and frequency of CHDs in the aneuploidy syndromes involving trisomy 13, 18, 21, and 22, and in several sex chromosome abnormalities (Turner syndrome, trisomy X, Klinefelter syndrome, 47,XYY, and 48,XXYY). We also discuss the impact of noninvasive prenatal screening (mainly, cell-free DNA analysis), critical CHD screening, and the growth of parental advocacy on their surgical management and natural history. We encourage clinicians to view the cardiac diagnosis as a ""phenotype"" which supplements the external dysmorphology examination. When detected prenatally, severe CHDs may influence decision-making, and postnatally, they are often the major determinants of survival. This review should be useful to geneticists, cardiologists, neonatologists, perinatal specialists, other pediatric specialists, and general pediatricians. As patients survive (and thrive) into adulthood, internists and related adult specialists will also need to be informed about their natural history and management."
501,GARD:0002540,Gonadal dysgenesis Turner type,31037421,"[""Research Support, Non-U.S. Gov't"", 'Systematic Review', 'Journal Article']",Cervical spondylotic amyotrophy: a systematic review.,https://pubmed.ncbi.nlm.nih.gov/31037421,"PURPOSE:Cervical spondylotic amyotrophy (CSA) is characterized by upper limb muscle weakness and atrophy, without sensory deficits. The pathophysiology of CSA has been attributed to selective injury to the ventral nerve root and/or anterior horn of the spinal cord. This review aimed to delineate the history of CSA and to describe the epidemiology, etiology, pathophysiology, classification, clinical features, radiological and electrophysiological assessment, diagnosis, differential diagnosis, natural history and treatment of CSA. METHODS:A comprehensive search of PubMed, EMBASE, Cochrane library and Web of Science databases was conducted, from their inception to April 3, 2018. RESULTS:Clinically, CSA is classified into three types: a proximal-type (involving the scapular muscles, deltoid and biceps), a distal-type (involving the triceps and muscles of the forearm and hand) and a diffuse-type (involving features of both the distal- and proximal-type). Diagnosis requires documentation of muscle atrophy, without significant sensory deficits, supported by careful neurological, radiological and neurophysiological assessments, with amyotrophic lateral sclerosis, Parsonage-Turner syndrome, rotator cuff tear and Hirayama disease being the principle differential diagnoses. Conservative management of CSA includes cervical traction, neck immobilization and physical therapy, with vitamin B12 or E administration being useful in some patients. Surgical treatment, including anterior decompression and fusion or laminoplasty, with or without foraminotomy, is indicated after conservative treatment failure. Factors associated with a poor outcome include the distal-type CSA, long symptom duration, older age and greater preoperative muscle weakness. CONCLUSION:Although the disease process of CSA is self-limited, treatment remains challenging, leaving scope for future studies. These slides can be retrieved under Electronic Supplementary Material."
502,GARD:0002540,Gonadal dysgenesis Turner type,18248644,"['Randomized Controlled Trial', 'Journal Article']","Liver dysfunction in Turner's syndrome: prevalence, natural history and effect of exogenous oestrogen.",https://pubmed.ncbi.nlm.nih.gov/18248644,"Raised liver enzymes are a common feature of Turner's syndrome (TS), but the cause remains unclear. We studied the hepatic function in a large cohort of women with TS and tested the effect of increasing doses of hormone replacement therapy (HRT) on liver function tests (LFTs).LFTs were assessed in three studies. A cross-sectional review of liver function of 125 women (median age: 31 years), a longitudinal study of 30 women (mean follow-up period: 8 years) and a dose-response study of 14 women with TS and 11 controls with hypogonadism, who received oral 17-beta-oestradiol (E(2)) 1, 2 and 4 mg daily in a cyclical formulation for 12 weeks each.Clinical features, oestrogen use and metabolic parameters were compared to liver enzymes (gamma-glutamyl transferase (GGT), alanine aminotransferase (ALT) and alkaline phosphatase (ALP)), albumin and bilirubin. LFTs were also measured during each treatment interval of the dose-response study. Hepatic autoimmunity was sought in the cross-sectional study.When compared to the control population, as opposed to reference ranges, 91% of women with TS demonstrated liver enzyme elevation, with a yearly incidence of 2.1%. LFTs correlated positively with cholesterol (P < 0.001), BMI (P = 0.004) and type of oestrogen therapy (P = 0.04). Increasing doses of HRT resulted in a significant decrease in GGT, ALT, bilirubin and albumin. No evidence of excessive hepatic autoimmunity was found.The prevalence of raised liver enzymes in TS may have been underestimated by the use of reference ranges rather than matched controls. Obesity and hyperlipidaemia are associated with raised LFTs, as well as the use of HRT compared to the oral contraceptive pill (OCP). Exogenous oestrogen both as OCP and HRT improves liver function. Liver dysfunction in TS is likely to be a form of hepatic steatosis and intervention trials are now indicated."
503,GARD:0002540,Gonadal dysgenesis Turner type,18000090,"[""Research Support, Non-U.S. Gov't"", 'Multicenter Study', 'Journal Article']",Long-term safety of recombinant human growth hormone in turner syndrome.,https://pubmed.ncbi.nlm.nih.gov/18000090,"CONTEXT: Turner syndrome (TS) affects more than 50,000 girls and women in the United States. The National Cooperative Growth Study (NCGS) has collected efficacy and safety data for 5220 TS children treated with recombinant human GH (rhGH) during the last 20 yr. OBJECTIVES: Our objective was to determine frequencies of specific targeted adverse events (AEs) and additional AEs of interest in TS patients. Corresponding safety data in non-TS patients or normal populations were compared for selected AEs. METHODS: Patients may be enrolled at rhGH initiation and followed until discontinuation. Investigators submit AE reports describing any event that is potentially rhGH related or is a targeted event. RESULTS: The Genentech Drug Safety department received 442 AE reports for TS NCGS patients as of June 30, 2006, including 117 serious AEs. Seven deaths occurred; five resulted from aortic dissections/ruptures. The incidence of certain events known to be associated with rhGH (targeted events), including intracranial hypertension, slipped capital femoral epiphysis, scoliosis, and pancreatitis, was increased compared with other non-TS patients in NCGS. There were 10 new-onset malignancies that occurred, including six in patients without known risk factors. Type 1 diabetes also appeared to be increased compared with other NCGS groups. CONCLUSIONS: Children with TS who were treated with rhGH exhibit an increased underlying risk for selected AEs associated with rhGH and for type 1 diabetes, which is likely unrelated to rhGH. The aortic dissection/rupture incidence reflects the higher baseline risk for these events in TS, was consistent with current epidemiological data in smaller TS populations, and is likely unrelated to rhGH. It is not known whether the reported malignancies represent an inherently increased risk in TS patients. Twenty years of experience in 5220 patients indicates no new rhGH-related safety signals in the TS population. The NCGS and similar registries, although focused on the years during rhGH treatment, may also be a window into the natural history of TS in childhood."
504,GARD:0002540,Gonadal dysgenesis Turner type,15660767,"['Comparative Study', 'Journal Article']",Hypothalamic hamartomas and seizures: distinct natural history of isolated and Pallister-Hall syndrome cases.,https://pubmed.ncbi.nlm.nih.gov/15660767,"PURPOSE: Hypothalamic hamartomas (HHs) have been associated with uncontrolled seizures, and aggressive therapy including surgery is often recommended. However, some patients, particularly those with other findings associated with Pallister-Hall syndrome (PHS), have a more benign course. METHODS: Thirty-seven of 40 PHS patients and 16 of 16 patients with isolated HH had a lesion confirmed on magnetic resonance imaging (MRI). Records for all patients were reviewed for the following information: presence of seizures, age at seizure onset, seizure type, seizure frequency, number of antiepileptic medications (AEDs) at the time of evaluation, past AEDs, MRI characteristics of the HH, presence of endocrine dysfunction, and presence of developmental and behavioral problems. RESULTS: All isolated HH patients had a history of seizures, compared with 13 of 40 PHS patients (all PHS patients with seizures had hamartomas). In isolated HH, seizures started earlier in life, occurred more frequently, and were harder to control than those in patients with PHS. Isolated HH patients were more likely to have behavioral and developmental problems than were PHS patients. The T2 signal of the hamartoma was isointense to gray matter in the majority of PHS patients, but showed a significant increase in all but one patient with isolated HH. CONCLUSIONS: Patients with isolated HH have a distinct clinical phenotype, showing more severe seizures and neurologic dysfunction, HH showing increased T2 signal, and are more likely to have precocious puberty. In contrast, PHS patients usually have well-controlled seizures and other endocrine disturbances than precocious puberty. Patients with HH with or without seizures should be evaluated carefully for other clinical manifestations of PHS, particularly before surgery is considered."
505,GARD:0002541,Gonadal dysgenesis XY type associated anomalies,N/A,N/A,,N/A,N/A
506,GARD:0002542,Perrault syndrome,N/A,N/A,,N/A,N/A
507,GARD:0002546,Gonococcal conjunctivitis,7205461,"['Journal Article', 'Case Reports']",Candida endophthalmitis in the premature infant.,https://pubmed.ncbi.nlm.nih.gov/7205461,"An attempt was made to determine the incidence and natural history of Candida endophthalmitis in the premature infant with systemic candidiasis. Each of eight premature infants were examined by indirect ophthalmoscopy within one week of their diagnosis. At this stage, four infants had multiple fluffy white lesions on both the retina and the vitreous, together with a diffuse vitreous haze. Three of the infants had interlesional and lesional-retinal vitreous strands. Three infants treated with amphotericin B and 5-fluorocytosine showed gradual disappearance of the lesions. The fourth infant died early in the course of antifungal therapy, when the eye lesions were progressing. Candida sepsis was particularly prevalent in the very low-birth-weight infant with a prolonged hospital course and treated with multiple broad-spectrum antibiotics. The course of the eye lesions indicates a good prognosis for Candida endophthalmitis, although further follow-up is necessary."
508,GARD:0002551,Goodpasture syndrome,21348097,"['Book', 'Review']","Virus entry into host, establishment of infection, spread in host,
mechanisms of tissue damage",https://pubmed.ncbi.nlm.nih.gov/21348097,"Cytomegaloviruses (CMV) were initially identified by distinct
histopathological findings that were observed in tissue from a variety of infected
mammals, including humans. Perhaps the most well-recognized finding were inclusion
bearing cells in the salivary glands of infected animals (Jesionek and
Kiolemenoglou, 1904; Ribbert, 1904; Goodpasture and Talbot, 1921; Cole and Kuttner, 1926). Similar histopathologic findings
of intracellular inclusions were noted in tissues from infants dying as a result of
severe congenital (present at birth) cytomegalovirus infection leading to the
designation of this clinical syndrome as cytomegalic inclusion disease (Farber and
Wolbach, 1932). Studies by several
groups of investigators provided compelling evidence from natural history studies
that HCMV was a relatively frequent cause of disease in infants infected in utero
and, that this viral infection could result in neurologic impairment in infected
infants (Hanshaw, 1971; Stagno
et al., 1977; Pass et al., 1980; Williamson et al., 1982; Bale,
1984; Fowler et al., 1992). Importantly, these early studies demonstrated that even infants with
subclinical or silent infections could develop neurological sequelae (Stagno
et al., 1982, 1983; Williamson
et al., 1992). In the late 1960s, HCMV was recognized as a significant cause of
disease in allograft recipients and in the case of hematopoietic allograft
recipients, HCMV infection became recognized as one of the most frequent causes of
death in the post-transplant period (Rifkind, 1965; Myers et al., 1975; Ho, 1977; Rubin et
al., 1979; Winston et al., 1979; Rubin et al., 1981; Rubin and Colvin, 1986; Rubin, 1990). Significant morbidity and
mortality rates were reported in allograft recipients infected with HCMV until
efficacious antiviral chemotherapy was developed for this agent (Emanuel et al., 1988; Schmidt et al., 1991; Goodrich et
al., 1993; Winston
et al., 1993). Similarly, HCMV rapidly emerged as a major opportunistic pathogen
in patients with HIV infection, particularly those in the late stages of the
retroviral infection (Klatt and Shibata, 1988; Gallant et al., 1992; Bowen et
al., 1995; Selik et al., 1996; Spector et al., 1999). The spectrum of diseases
associated with infection with HCMV has been well described in immunocompromised
patients with acute infectious syndromes in which virus replication can be
correlated with end-organ disease. Because immunocompromised patients often present
with multi-organ dysfunction secondary to chronic underlying disease and in some
cases the pharmacologic agents utilized to treat allograft rejection, it has been
difficult to completely define the spectrum of clinical disease associated with HCMV
infection. In contrast to findings in allograft recipients, the disease
manifestations of congenitally (present at birth) infected infants can be related
directly to HCMV infection. Yet even in this group of patients the contribution of
organogenesis particularly that of the developing central nervous system, to the
pathogenesis of disease in HCMV infected infants is not completely understood. As a
result, it is sometimes difficult to directly translate the clinical features of
congenital HCMV infections and end-organ disease to clinical syndromes observed in
other patient populations such as allograft recipients. Lastly, it should be
stressed that, in nearly all cases, symptomatic disease following acute HCMV
infection is limited to patients with deficits in their immune system and clinical
evidence of acute HCMV infection is rarely seen in normal hosts."
509,GARD:0002551,Goodpasture syndrome,19048584,"['Journal Article', 'English Abstract']",[The histological picture of CRF in kidney grafts],https://pubmed.ncbi.nlm.nih.gov/19048584,"The most common immunological causes of delayed renal function failure in kidney grafts are recurrent glomerular disease, de novo glomerulonephritis, and chronic cellular or antibody-mediated rejection. Glomerulonephritis can recur any time in the natural history of renal allografts, with the same morphological features of the disease occurring in the native kidney. It has a frequency varying from 100% to 1% and a generally favorable prognosis with the exception of FSGS, SHU and diabetic glomerulosclerosis. The most frequent glomerular diseases to occur de novo in the kidney graft are membranous glomerulopathy, antiglomerular basement membrane disease in patients with Alport's syndrome, and nephrotic syndrome of the Finnish type with antinephrin antibodies in patients with NPHS1 gene mutations. Chronic rejection, including chronic transplant arteriopathy and chronic transplant glomerulopathy, is the cause of renal failure in up to 20% of kidney grafts and may occur as early as a few months after transplant."
510,GARD:0002551,Goodpasture syndrome,12723502,"['Comparative Study', 'Review', 'Journal Article', 'English Abstract']",[Interstitial lung diseases].,https://pubmed.ncbi.nlm.nih.gov/12723502,"Interstitial lung diseases (ILD) are an heterogeneous group of inflammatory diseases characterized by an anatomical distortion of peripheral airways and interstitium, determined by a first stage of alveolitis and a following stage of fibrosis. Natural history of several ILD is characterized by slow and progressive destruction of alveolar-capillary functional units, often with respiratory failure and death. For their smoldering evolution and not specificity of symptoms (exertional dyspnea and cough) ILD may remain not diagnosed and not treated for a long time."
511,GARD:0002551,Goodpasture syndrome,8820507,['Journal Article'],Characteristics and outcome of anti-glomerular basement membrane disease: a single-center experience.,https://pubmed.ncbi.nlm.nih.gov/8820507,"Over the last 16 years we have treated 40 patients with a renal pathological diagnosis of anti-glomerular basement membrane (anti-GBM) disease. The age of presentation ranged from 18 years to 76. Males and females were equally affected. The most common presenting symptoms were anorexia and uremia. Fifty percent of the patients were oliguric at presentation and required dialysis within 24 h, while the mean serum creatinine (Cr) at presentation was 5.1 +/- 6.8 mg/dL. Sixty-two percent of the patients demonstrated evidence of pulmonary involvement. Hematuria was universally present and was macroscopic in 35% of cases. Eight-two percent of the biopsies demonstrated greater than 80% crescents. Eight patients retained independent renal function after immunosuppression with cyclophosphamide, prednisone, and plasmapheresis. No patient who presented with a Cr greater than 5 mg/dL retained renal function. Using a logistic regression model the only clinical, biochemical, or pathological factors at presentation that significantly predicted eventual need for dialysis were the serum creatinine and percentage of glomeruli with crescents. Ten patients underwent cadaveric renal transplantation, and 7 have a functioning graft for a mean of 8.2 years. None have shown evidence of recurrence of anti-GBM disease in the graft. We conclude that anti-GBM disease is an important cause of renal failure and that its prognosis is directly related to the degree of renal failure at presentation. Efforts need to be made to diagnose this condition earlier in its natural history if its prognosis is to be improved."
512,GARD:0002551,Goodpasture syndrome,3153019,"['Review', 'Journal Article']",The treatment of glomerulonephritis in children.,https://pubmed.ncbi.nlm.nih.gov/3153019,"The results of treatment of glomerulonephritis (GN) in childhood with oral corticosteroids, immunosuppressive drugs, anticoagulants and the newer regimens of pulsed, high-dose intravenous methylprednisolone and plasma exchange are reviewed and compared with the natural history of the untreated condition. Poststreptococcal GN and the nephritis of Schönlein-Henoch purpura need no specific treatment unless extensive glomerular crescents are present. The progression of mesangiocapillary GN can probably be slowed or even reversed with long-term, alternate-day steroid therapy. As in adults, recovery of renal function in GN due to antibody to glomerular basement membrane can be achieved in some patients using plasma exchange, but only those in whom some renal function is still present when treatment is started. In rapidly progressive (extracapillary) GN with crescents, ""traditional"" therapy with oral steroids, immunosuppressive drugs and anticoagulants reduces renal mortality from 85%-90% to about 50%, while pulsed methylprednisolone and plasma exchange improve the outcome further, mortality falling to about 25%. It is recommended that children with crescentic GN and deteriorating function be treated initially with pulsed methylprednisolone, followed by plasma exchange in those who fail to respond or who deteriorate following temporary response to pulse therapy. Treatment must be given early in the course of the illness if good results are to be obtained."
513,GARD:0002553,Gordon syndrome,31077852,"[""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article', 'Research Support, N.I.H., Extramural']",Extraskeletal Calcifications in Hutchinson-Gilford Progeria Syndrome.,https://pubmed.ncbi.nlm.nih.gov/31077852,"PURPOSE:Children with Hutchinson-Gilford progeria syndrome (HGPS), a rare premature aging disease, exhibit extraskeletal calcifications detected by radiographic analysis and on physical examination. The aim of this study was to describe the natural history and pathophysiology of these abnormal calcifications in HGPS, and to determine whether medications and/or supplements tested in clinical trials alter their development. METHODS:Children from two successive clinical trials administering 1) lonafarnib (n = 26) and 2) lonafarnib + pravastatin + zoledronic acid (n = 37) were studied at baseline (pre-therapy), one year on therapy, and at end-of-therapy (3.3-4.3 years after the baseline visit). Calcium supplementation (oral calcium carbonate) was administered during the first year of the second trial and was subsequently discontinued. Information on calcifications was obtained from physical examinations, radiographs, and serum and urinary biochemical measures. The mineral content of two skin-derived calcifications was determined by x-ray diffraction. RESULTS:Extraskeletal calcifications were detected radiographically in 12/39 (31%) patients at baseline. The odds of exhibiting calcifications increased with age (p = 0.045). The odds were unaffected by receipt of lonafarnib, pravastatin, and zoledronate therapies. However, administration of calcium carbonate supplementation, in conjunction with all three therapeutic agents, significantly increased the odds of developing calcifications (p = 0.009), with the odds plateauing after the supplement's discontinuation. Composition analysis of calcinosis cutis showed hydroxyapatite similar to bone. Although serum calcium, phosphorus, and parathyroid hormone (PTH) were within normal limits at baseline and on-therapy, PTH increased significantly after lonafarnib initiation (p < 0.001). Both the urinary calcium/creatinine ratio and tubular reabsorption of phosphate (TRP) were elevated at baseline in 22/39 (56%) and 31/37 (84%) evaluable patients, respectively, with no significant changes while on-therapy. The mean calcium × phosphorus product (Ca × Pi) was within normal limits, but plasma magnesium decreased over both clinical trials. Fibroblast growth factor 23 (FGF23) was lower compared to age-matched controls (p = 0.03). CONCLUSIONS:Extraskeletal calcifications increased with age in children with HGPS and were composed of hydroxyapatite. The urinary calcium/creatinine ratio and TRP were elevated for age while FGF23 was decreased. Magnesium decreased and PTH increased after lonafarnib therapy which may alter the ability to mobilize calcium. These findings demonstrate that children with HGPS with normal renal function and an unremarkable Ca × Pi develop extraskeletal calcifications by an unidentified mechanism that may involve decreased plasma magnesium and FGF23. Calcium carbonate accelerated their development and is, therefore, not recommended for routine supplementation in these children."
514,GARD:0002553,Gordon syndrome,29710166,"['Comparative Study', ""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article', 'Observational Study']",Association of Lonafarnib Treatment vs No Treatment With Mortality Rate in Patients With Hutchinson-Gilford Progeria Syndrome.,https://pubmed.ncbi.nlm.nih.gov/29710166,"Importance:Hutchinson-Gilford progeria syndrome (HGPS) is an extremely rare fatal premature aging disease. There is no approved treatment. Objective:To evaluate the association of monotherapy using the protein farnesyltransferase inhibitor lonafarnib with mortality rate in children with HGPS. Design, Setting, and Participants:Cohort study comparing contemporaneous (birth date ≥1991) untreated patients with HGPS matched with treated patients by age, sex, and continent of residency using conditional Cox proportional hazards regression. Treatment cohorts included patients from 2 single-group, single-site clinical trials (ProLon1 [n = 27; completed] and ProLon2 [n = 36; ongoing]). Untreated patients originated from a separate natural history study (n = 103). The cutoff date for patient follow-up was January 1, 2018. Exposure:Treated patients received oral lonafarnib (150 mg/m2) twice daily. Untreated patients received no clinical trial medications. Main Outcomes and Measures:The primary outcome was mortality. The primary analysis compared treated patients from the first lonafarnib trial with matched untreated patients. A secondary analysis compared the combined cohorts from both lonafarnib trials with matched untreated patients. Results:Among untreated and treated patients (n = 258) from 6 continents, 123 (47.7%) were female; 141 (54.7%) had a known genotype, of which 125 (88.7%) were classic (c.1824C>T in LMNA). When identified (n = 73), the primary cause of death was heart failure (79.4%). The median treatment duration was 2.2 years. Median age at start of follow-up was 8.4 (interquartile range [IQR], 4.8-9.5) years in the first trial cohort and 6.5 (IQR, 3.7-9.0) years in the combined cohort. There was 1 death (3.7%) among 27 patients in the first trial group and there were 9 deaths (33.3%) among 27 patients in the matched untreated group. Treatment was associated with a lower mortality rate (hazard ratio, 0.12; 95% CI, 0.01-0.93; P = .04). In the combined cohort, there were 4 deaths (6.3%) among 63 patients in the treated group and 17 deaths (27.0%) among 63 patients in the matched untreated group (hazard ratio, 0.23; 95% CI, 0.06-0.90; P = .04). Conclusions and Relevance:Among patients with HGPS, lonafarnib monotherapy, compared with no treatment, was associated with a lower mortality rate after 2.2 years of follow-up. Study interpretation is limited by its observational design."
