,gardid,disease,pmid,pubTypes,title,url,abstract
131,GARD:0002056,Clouston syndrome,31222913,['Journal Article'],Natural history of PHACE syndrome: A survey of adults with PHACE.,https://pubmed.ncbi.nlm.nih.gov/31222913,"BACKGROUND:Awareness of PHACE syndrome has increased; however, little information exists regarding its natural history, especially in patients over the age of 18. We aim to describe the natural history of PHACE to enhance clinical management and counseling of patients. METHODS:A cohort of patients ≥ 18 years was identified through the PHACE Syndrome Registry and a Vascular Anomalies Clinic Database. A cross-sectional survey was designed after a review of the literature by PHACE experts (IF, JP, DS). Questions were selected by consensus, and the survey was conducted using the Qualtrics platform and via in-person interviews. A 75% response rate was found. RESULTS:Eighteen adults-17 females and one transgender male-completed the survey. Respondents ranged in age from 18 to 59, with 24 being the mean age. Eighty-nine percent reported experiencing headaches, and 17% reported experiencing acute but transient symptoms mimicking acute ischemic stroke, later diagnosed as atypical migraines. Thirty-three percent reported hearing loss, and 67% endorsed dental issues. One patient experienced two arterial dissections. Three-fourths who attempted conception were successful, and none of their children had clinical features of PHACE. Because results were based on a retrospective survey, data captured were prone to recall bias and not objective. Results were limited by a small sample size. CONCLUSIONS:Health care providers should be aware of a possible increased risk of neurovascular complications, including atypical migraines mimicking transient ischemic attacks and arterial dissection, in adults with PHACE. Heritability has not been demonstrated, and future studies are needed to assess the risk of infertility."
132,GARD:0002056,Clouston syndrome,28887276,"['Review', 'Journal Article']",Moyamoya Vasculopathy in PHACE Syndrome: Six New Cases and Review of the Literature.,https://pubmed.ncbi.nlm.nih.gov/28887276,"PHACE syndrome (Posterior fossa malformations, large cervicofacial infantile Hemangiomas, Arterial anomalies, aortic coarctation and Cardiac abnormalities, and Eye abnormalities) is a neurocutaneous disorder including posterior fossa malformations, hemangiomas, arterial lesions, cardiac defects, and eye abnormalities. PHACE arteriopathies may be progressive and recently have been categorized based on the risk of acute ischemic stroke, increasing attention to the potentially devastating consequences of cerebrovascular complications in this syndrome. In contrast, the natural history of arteriopathy in PHACE syndrome remains poorly understood. At the moment, there are no established surgical guidelines for high-risk vasculopathies, including quasi-moyamoya, in this syndrome.We described the clinicoradiologic features of a small series of 6 patients with PHACE syndrome and quasi-moyamoya (5 female, age range 4 months to 12 years), focusing on the clinical course and surgical outcome of 3 children who were treated with encephaloduroarteriosynangiosis and encephalomyosynangiosis. In addition, we reviewed the radiologic, clinical, and surgical aspects of moyamoya vasculopathy in PHACE syndrome, providing information on 15 additional published cases.Although the natural history of arteriopathy in PHACE syndrome is poorly understood, patients with high-risk vasculopathies, such as quasi-moyamoya disease, may benefit of revascularization by using encephaloduroarteriosynangiosis and encephalomyosynangiosis."
133,GARD:0002056,Clouston syndrome,27749582,"['Review', 'Journal Article', 'Case Reports', 'case-report']",NFKB2 mutation in common variable immunodeficiency and isolated adrenocorticotropic hormone deficiency: A case report and review of literature.,https://pubmed.ncbi.nlm.nih.gov/27749582,"BACKGROUND:Common variable immunodeficiency (CVID) with central adrenal insufficiency is a recently defined clinical syndrome caused by mutations in the nuclear factor kappa-B subunit 2 (NFKB2) gene. We present the first case of NFKB2 mutation in Asian population. METHODS AND RESULTS:An 18-year-old Chinese female with adrenocorticotropic hormone (ACTH) deficiency was admitted due to adrenal crisis and pneumonia. She had a history of recurrent respiratory infections since childhood and ectodermal abnormalities were noted during physical examination. Immunologic tests revealed panhypogammaglobulinemia and deficient natural killer (NK)-cell function. DNA sequencing of NFKB2 identified a heterozygous nonsense mutation (c.2563 A>T, p.855: Lys>*) in the patient but not her parents. CONCLUSION:Clinicians should be alert to comorbidities of adrenal insufficiency and ectodermal dysplasia in CVID patients as these might suggest a rare hereditary syndrome caused by NFKB2 mutation."
134,GARD:0002056,Clouston syndrome,27423683,['Journal Article'],Age related changes in brain MR appearance in the course of neurocutaneous melanosis.,https://pubmed.ncbi.nlm.nih.gov/27423683,"Patients with giant congenital melanocytic nevi (GCMN) have increased risk of neurocutaneous melanosis (NCM). Brain MRI is mandatory in GCMN.To present the age related changes in brain MRI in children with NCM during several-year follow-up.In 7 NCM children following data were analyzed: main nevus localization, surgical treatment phase, histology of excised nevi, time of NCM diagnosis, number of MRI studies, neurological symptoms, changes of melanin deposits in brain during follow-up.Four children had bathing trunk nevus, two main nevus on back, one on head. Surgical excision is finished in 3 patients, 4 are in the course of multistage surgery. In one melanoma arising in GCMN was diagnosed. Six patients are neurologically healthy, one suffers from seizures. Age of patients at first MRI ranged from 12days to 7 years. All patients underwent more than one MRI. Follow-up period ranges from 2.5 to 8.5 years. Most of T1-hyperintense foci in brains regressed with time. In one case new lesion appeared, in one more lesions were visible on second MRI.In all patients with NCM on subsequent MRI image changes were found with respect to original location and size of melanin deposits in CNS. Changes of NCM appearance on MRI with advancing age of patients reflect natural history of this disorder. Theory of gradual disappearance of intracerebral melanin deposits with age seems to be more likely than theory of their worse visualization on MRI with time."
135,GARD:0002057,Hypohidrotic ectodermal dysplasia autosomal recessive,N/A,N/A,,N/A,N/A
136,GARD:0002060,"Ectopia lentis, isolated autosomal recessive",N/A,N/A,,N/A,N/A
137,GARD:0002063,Ectrodactyly cardiopathy dysmorphism,N/A,N/A,,N/A,N/A
138,GARD:0002068,Ectrodactyly polydactyly,N/A,N/A,,N/A,N/A
139,GARD:0002071,Blepharo-cheilo-odontic syndrome,31879555,"[""Research Support, Non-U.S. Gov't"", 'Systematic Review', 'review-article', 'Journal Article', 'Research Support, N.I.H., Extramural']",Neuropsychiatric decompensation in adolescents and adults with Phelan-McDermid syndrome: a systematic review of the literature.,https://pubmed.ncbi.nlm.nih.gov/31879555,"Phelan-McDermid syndrome (PMS) is caused by haploinsufficiency of the SHANK3 gene on chromosome 22q13.33 and is characterized by intellectual disability, hypotonia, severe speech impairments, and autism spectrum disorder. Emerging evidence indicates that there are changes over time in the phenotype observed in individuals with PMS, including severe neuropsychiatric symptoms and loss of skills occurring in adolescence and adulthood. To gain further insight into these phenomena and to better understand the long-term course of the disorder, we conducted a systematic literature review and identified 56 PMS cases showing signs of behavioral and neurologic decompensation in adolescence or adulthood (30 females, 25 males, 1 gender unknown). Clinical presentations included features of bipolar disorder, catatonia, psychosis, and loss of skills, occurring at a mean age of 20 years. There were no apparent sex differences in the rates of these disorders except for catatonia, which appeared to be more frequent in females (13 females, 3 males). Reports of individuals with point mutations in SHANK3 exhibiting neuropsychiatric decompensation and loss of skills demonstrate that loss of one copy of SHANK3 is sufficient to cause these manifestations. In the majority of cases, no apparent cause could be identified; in others, symptoms appeared after acute events, such as infections, prolonged or particularly intense seizures, or changes in the individual's environment. Several individuals had a progressive neurological deterioration, including one with juvenile onset metachromatic leukodystrophy, a severe demyelinating disorder caused by recessive mutations in the ARSA gene in 22q13.33. These reports provide insights into treatment options that have proven helpful in some cases, and are reviewed herein. Our survey highlights how little is currently known about neuropsychiatric presentations and loss of skills in PMS and underscores the importance of studying the natural history in individuals with PMS, including both cross-sectional and long-term longitudinal analyses. Clearer delineation of these neuropsychiatric symptoms will contribute to their recognition and prompt management and will also help uncover the underlying biological mechanisms, potentially leading to improved interventions."
140,GARD:0002071,Blepharo-cheilo-odontic syndrome,31878895,"['research-article', 'Multicenter Study', 'Journal Article', 'Observational Study']","Study protocol for the multicentre cohorts of Zika virus infection in pregnant women, infants, and acute clinical cases in Latin America and the Caribbean: the ZIKAlliance consortium.",https://pubmed.ncbi.nlm.nih.gov/31878895,"BACKGROUND:The European Commission (EC) Horizon 2020 (H2020)-funded ZIKAlliance Consortium designed a multicentre study including pregnant women (PW), children (CH) and natural history (NH) cohorts. Clinical sites were selected over a wide geographic range within Latin America and the Caribbean, taking into account the dynamic course of the ZIKV epidemic. METHODS:Recruitment to the PW cohort will take place in antenatal care clinics. PW will be enrolled regardless of symptoms and followed over the course of pregnancy, approximately every 4 weeks. PW will be revisited at delivery (or after miscarriage/abortion) to assess birth outcomes, including microcephaly and other congenital abnormalities according to the evolving definition of congenital Zika syndrome (CZS). After birth, children will be followed for 2 years in the CH cohort. Follow-up visits are scheduled at ages 1-3, 4-6, 12, and 24 months to assess neurocognitive and developmental milestones. In addition, a NH cohort for the characterization of symptomatic rash/fever illness was designed, including follow-up to capture persisting health problems. Blood, urine, and other biological materials will be collected, and tested for ZIKV and other relevant arboviral diseases (dengue, chikungunya, yellow fever) using RT-PCR or serological methods. A virtual, decentralized biobank will be created. Reciprocal clinical monitoring has been established between partner sites. Substudies of ZIKV seroprevalence, transmission clustering, disabilities and health economics, viral kinetics, the potential role of antibody enhancement, and co-infections will be linked to the cohort studies. DISCUSSION:Results of these large cohort studies will provide better risk estimates for birth defects and other developmental abnormalities associated with ZIKV infection including possible co-factors for the variability of risk estimates between other countries and regions. Additional outcomes include incidence and transmission estimates of ZIKV during and after pregnancy, characterization of short and long-term clinical course following infection and viral kinetics of ZIKV. STUDY REGISTRATIONS: clinicaltrials.gov NCT03188731 (PW cohort), June 15, 2017; clinicaltrials.gov NCT03393286 (CH cohort), January 8, 2018; clinicaltrials.gov NCT03204409 (NH cohort), July 2, 2017."
141,GARD:0002071,Blepharo-cheilo-odontic syndrome,31872541,"[""Research Support, Non-U.S. Gov't"", 'Journal Article']",Comparative Proteomic Profiling of Methicillin-Susceptible and Resistant Staphylococcus aureus.,https://pubmed.ncbi.nlm.nih.gov/31872541,"Staphylococcus aureus is a highly successful human pathogen responsible for a wide range of infections. This study provides insights into the virulence, pathogenicity, and antimicrobial resistance determinants of methicillin-susceptible and methicillin-resistant S. aureus (MSSA; MRSA) recovered from non-healthcare environments. Three environmental MSSA and three environmental MRSA are selected for proteomic profiling using isobaric tag for relative and absolute quantitation tandem mass spectrometry (iTRAQ MS/MS). Gene Ontology annotation and Kyoto Encyclopedia of Genes and Genomes pathway annotation are applied to interpret the functions of the proteins detected. 792 proteins are identified in MSSA and MRSA. Comparative analysis of MRSA and MSSA reveals that 8 of out 792 proteins are upregulated and 156 are downregulated. Proteins that have differences in abundance are predominantly involved in catalytic and binding activity. Among 164 differently abundant proteins, 29 are involved in pathogenesis, antimicrobial resistance, stress response, mismatch repair, and cell wall synthesis. Twenty-two proteins associated with pathogenicity including SPA, SBI, CLFA, and DLT are upregulated in MRSA. Moreover, the upregulated pathogenic protein ENTC2 in MSSA is determined to be a super antigen, potentially capable of triggering toxic shock syndrome in the host. Enhanced pathogenicity, antimicrobial resistance, and stress response are observed in MRSA compared to MSSA."
142,GARD:0002071,Blepharo-cheilo-odontic syndrome,31870803,['Journal Article'],Natural course of low output external pancreatic fistula in patients with disconnected pancreatic duct syndrome following acute necrotising pancreatitis.,https://pubmed.ncbi.nlm.nih.gov/31870803,"BACKGROUND:External pancreatic fistulae (EPF) associated with complete pancreatic duct (PD) disruption leading on to disconnected pancreatic duct syndrome (DPDS) is a therapeutic nightmare usually requiring surgery. However, spontaneous closure also has been reported. There is paucity of data on the natural history of EPF associated with DPDS. OBJECTIVE:To retrospectively study outcome of conservative treatment in patients with low output (<200 ml/day) EPF with DPDS following percutaneous or surgical intervention in acute necrotising pancreatitis (ANP). METHODS:The data of patients of low output EPF with DPDS treated conservatively in our unit over last 5 years was retrospectively analysed. Their clinical course, complications as well as time taken for fistula closure was retrieved. RESULTS:33 patients (27 males; mean age: 40.5 ± 9.3 years) of low output EPF and DPDS were studied. 31 patients developed EPF following percutaneous drainage (PCD) and 2 patients developed fistula following surgery. The drain fluid amylase ranged from 1600 to 32,000 IU/l and site of disruption was neck, proximal body and distal body in 4, 16 and 13 patients respectively. EPF closed spontaneously in all patients within 88.2 ± 63.46 days. PCD slipped out in 2 patients and led to formation of pseudocyst in 1 patient that was treated endoscopically. There has been no recurrence in any patient over follow up of 32.5 ± 21.9 months. CONCLUSION:Low output EPF developing post PCD or surgery in patients with DPDS following ANP closely spontaneously in majority of patients within 3 months with good long term outcome."
143,GARD:0002071,Blepharo-cheilo-odontic syndrome,31869166,"['Book', 'Review']",Supraspinatus Tendonitis,https://pubmed.ncbi.nlm.nih.gov/31869166,"Primary care, sports medicine, and orthopedic surgeons commonly manage shoulder injuries and shoulder pain. Some reports in the literature cite that up to half of the clinical shoulder complaints are handled in a single visit by a primary care provider.[1] Rotator cuff pathologies are one common source of shoulder complaints. The rotator cuff consists of four muscles and their associated tendons: the supraspinatus, infraspinatus, teres minor, and the subscapularis.[2][3][3][3] Rotator cuff dysfunction is a common source of pain and disability in multiple patient populations.[4] Traditional thinking regarding rotator cuff injuries places patients on a continuum toward eventual rotator cuff failure and varying degrees of partial- to full-thickness tear patterns. The natural history, as described by Neer, was that the rotator cuff would come in contact with a pathologic acromial undersurface during certain motions.[4] The original thinking was that this is impingement phenomenon was the inciting event that would cause the eventual cascade of rotator cuff pathologies. Neer's description was the mainstay of impingement shoulder theory for years to come.[5] According to Neer, the supraspinatus would then undergo a predictable breakdown in three stages: edema and hemorrhage, fibrosis and tendonitis, and eventual tendon rupture.[6] More recent thinking and research have added continued complexity to Neer's theory, and there is research to call into question the validity of that pathway. Moreover, the evolution of Neer's theory has developed into a broader classification of rotator cuff syndrome and pathologies, including internal versus external impingement mechanisms.[7][4]"
144,GARD:0002074,Edinburgh malformation syndrome,26204423,"['research-article', 'Journal Article']",The Cockayne Syndrome Natural History (CoSyNH) study: clinical findings in 102 individuals and recommendations for care.,https://pubmed.ncbi.nlm.nih.gov/26204423,"Cockayne syndrome (CS) is a rare, autosomal-recessive disorder characterized by microcephaly, impaired postnatal growth, and premature pathological aging. It has historically been considered a DNA repair disorder; fibroblasts from classic patients often exhibit impaired transcription-coupled nucleotide excision repair. Previous studies have largely been restricted to case reports and small series, and no guidelines for care have been established.One hundred two study participants were identified through a network of collaborating clinicians and the Amy and Friends CS support groups. Families with a diagnosis of CS could also self-recruit. Comprehensive clinical information for analysis was obtained directly from families and their clinicians.We present the most complete evaluation of Cockayne syndrome to date, including detailed information on the prevalence and onset of clinical features, achievement of neurodevelopmental milestones, and patient management. We confirm that the most valuable prognostic factor in CS is the presence of early cataracts. Using this evidence, we have created simple guidelines for the care of individuals with CS. We aim to assist clinicians in the recognition, diagnosis, and management of this condition and to enable families to understand what problems they may encounter as CS progresses.Genet Med 18 5, 483-493."
145,GARD:0002074,Edinburgh malformation syndrome,20029233,['Journal Article'],Noonan syndrome: the hypothalamo-adrenal and hypothalamo-gonadal axes.,https://pubmed.ncbi.nlm.nih.gov/20029233,"The hypothalamo-pituitary-adrenal axis has not been studied systematically in Noonan syndrome (NS), despite potential concerns about other aspects of hypothalamo-pituitary function. While adrenarche may be delayed in children with constitutional growth of puberty and in isolated GH deficiency, this does not generally seem to be the case in hypergonadotrophic hypogonadism due to Turner syndrome (TS) and this is (anecdotally) the usual hormonal profile in NS children and adults. Precocious or 'exaggerated' adrenarche can be associated with intrauterine growth retardation and is a forerunner of syndrome X. Although NS neonates often have 'normal' birth weights, in some it can be artificially inflated by subcutaneous edema (as in TS, where intrauterine growth retardation is characteristic). Overall, however, a controlling role for adrenarche (whether precocious or delayed) in gonadarche in NS seems unlikely. Neither normally descended testes nor normal (even if delayed) pubertal development implies normal fertility in NS men. Interactions between fetal, neonatal, childhood and pubertal testis development and gonadal axis maturation are complex. There is probably a spectrum of abnormalities in NS, but most commonly primary gonadal failure and hypergonadotrophic hypogonadism - characteristic NS molecular genetic abnormalities - may be important for normal germ cell proliferation, development and migration. The identification of different gene defects facilitates understanding of NS phenotypic diversity and provides opportunities for prospective studies on gonadal and adrenal axes in better defined populations less subject to ascertainment bias. At a clinical level, more longitudinal data are still needed with regard to the natural history of pubertal timing, its tempo of progression and the pattern of pubertal growth."
146,GARD:0002076,EEC syndrome,N/A,N/A,,N/A,N/A
147,GARD:0002078,EEM syndrome,N/A,N/A,,N/A,N/A
148,GARD:0002081,Hypermobile Ehlers-Danlos syndrome,28436618,['Journal Article'],Natural history of aortic root dilation through young adulthood in a hypermobile Ehlers-Danlos syndrome cohort.,https://pubmed.ncbi.nlm.nih.gov/28436618,"Hypermobile Ehlers-Danlos syndrome (hEDS) is a common inherited connective tissue disorder characterized by joint hypermobility. The natural history of aortic root dilation (AoD), a potential complication of EDS, has not been well characterized in this population. We describe the natural history of aortic root size in a large cohort of patients with hEDS. A cohort of 325 patients with HEDS was identified at Cincinnati Children's Hospital Medical Center (CCHMC), including 163 patients from a previous study. Medical records were reviewed and each participant's height, weight, and aortic dimensions from up to four echocardiograms were documented. Aortic root z-scores were calculated using two established formulas based on age (Boston or Devereux). Overall prevalence of AoD and prevalence by age were calculated and longitudinal regression was performed. The prevalence of AoD with a z-score ≥ 2.0 was 14.2% (46/325) and with a z-score of ≥3.0 was 5.5% (18/325). No significant increases in z-score were seen over time for patients with multiple echocardiograms. Participants under the age of 15 years had an average decline of 0.1 standard deviations (SDs)/year. No significant change was found after 15 of age. Between the ages of 15 and 21 years, Boston z-scores were 0.96 higher than Devereux z-scores. The nearly 1 z-score unit difference between formulas indicates caution prior to diagnosing AoD in patients with hEDS. In light of the low prevalence and lack of progression of AoD, routine echocardiograms may not be warranted for pediatric patients with hEDS."
149,GARD:0002081,Hypermobile Ehlers-Danlos syndrome,28160388,"['Review', 'Journal Article']",Cardiovascular autonomic dysfunction in Ehlers-Danlos syndrome-Hypermobile type.,https://pubmed.ncbi.nlm.nih.gov/28160388,"Autonomic dysfunction contributes to health-related impairment of quality of life in the hypermobile type of Ehlers-Danlos syndrome (hEDS). Typical signs and symptoms include tachycardia, hypotension, gastrointestinal dysmotility, and disturbed bladder function and sweating regulation. Cardiovascular autonomic dysfunction may present as Orthostatic Intolerance, Orthostatic Hypotension, Postural Orthostatic Tachycardia Syndrome, or Neurally Mediated Hypotension. The incidence, prevalence, and natural history of these conditions remain unquantified, but observations from specialist clinics suggest they are frequently seen in hEDS. There is growing understanding of how hEDS-related physical and physiological pathology contributes to the development of these conditions. Evaluation of cardiovascular symptoms in hEDS should include a careful history and clinical examination. Tests of cardiovascular function range from clinic room observation to tilt-table assessment to other laboratory investigations such as supine and standing catecholamine levels. Non-pharmacologic treatments include education, managing the environment to reduce exposure to triggers, improving cardiovascular fitness, and maintaining hydration. Although there are limited clinical trials, the response to drug treatments in hEDS is supported by evidence from case and cohort observational data, and short-term physiological studies. Pharmacologic therapy is indicated for patients with moderate-severe impairment of daily function and who have inadequate response or tolerance to conservative treatment. Treatment in hEDS often requires a focus on functional maintenance. Also, the negative impact of cardiovascular symptoms on physical and psycho-social well-being may generate a need for a more general evaluation and on-going management and support. © 2017 Wiley Periodicals, Inc."
150,GARD:0002081,Hypermobile Ehlers-Danlos syndrome,28145611,"['Review', 'Journal Article']",Hypermobile Ehlers-Danlos syndrome (a.k.a. Ehlers-Danlos syndrome Type III and Ehlers-Danlos syndrome hypermobility type): Clinical description and natural history.,https://pubmed.ncbi.nlm.nih.gov/28145611,"The hypermobile type of Ehlers-Danlos syndrome (hEDS) is likely the most common hereditary disorder of connective tissue. It has been described largely in those with musculoskeletal complaints including joint hypermobility, joint subluxations/dislocations, as well as skin and soft tissue manifestations. Many patients report activity-related pain and some go on to have daily pain. Two undifferentiated syndromes have been used to describe these manifestations-joint hypermobility syndrome and hEDS. Both are clinical diagnoses in the absence of other causation. Current medical literature further complicates differentiation and describes multiple associated symptoms and disorders. The current EDS nosology combines these two entities into the hypermobile type of EDS. Herein, we review and summarize the literature as a better clinical description of this type of connective tissue disorder. © 2017 Wiley Periodicals, Inc."
151,GARD:0002082,Vascular Ehlers-Danlos syndrome,31188187,"['Video-Audio Media', 'Journal Article']",Natural History and Surgical Management of Colonic Perforations in Vascular Ehlers-Danlos Syndrome: A Retrospective Review.,https://pubmed.ncbi.nlm.nih.gov/31188187,"BACKGROUND:Vascular Ehlers-Danlos syndrome is a rare and severe genetic condition leading to spontaneous, potentially life-threatening arterial and digestive complications. Colonic ruptures are a common feature of the disease, but clear recommendations on their management are lacking. OBJECTIVE:This study aimed to identify surgery-related morbidity and 30-day postoperative mortality after colonic perforation. DESIGN:This was a retrospective review. SETTING:A large cohort of patients with vascular Ehlers-Danlos syndrome was followed in a tertiary referral center. PATIENTS:Between 2000 and 2016, the French National Reference Centre for Rare Vascular Diseases (HEGP, AP-HP, Paris, France) followed 148 patients with molecularly proven vascular Ehlers-Danlos syndrome. MAIN OUTCOME MEASURES:The primary outcomes measured were surgery-related morbidity and 30-day postoperative mortality. RESULTS:Of 133 patients with molecularly proven vascular Ehlers-Danlos syndrome, 30 (22%) had a history of colonic perforation and 15 (50%) were males. These subjects were diagnosed with vascular Ehlers-Danlos syndrome at a younger age than patients with a history of GI events without colonic perforation (p = 0.0007). There were 46 colonic perforations, median 1.0 event per patient (interquartile range, 1.0-2.0). Reperforations occurred in 14 (47%) patients, mostly males. Surgical management consisted of Hartmann procedures or subtotal abdominal colectomies, with a nonnegligible rate of reperforation following partial colonic resection (11 patients, 41%). LIMITATIONS:The main limitations of this work are its retrospective design and that the diagnosis of vascular Ehlers-Danlos syndrome was made after colonic perforations in a majority of patients. CONCLUSION:Colonic perforations seem more severe in males, with a high rate of reperforation after Hartmann procedure. Subtotal colectomy may reduce digestive morbidity, particularly in male patients. Additional studies are required to identify other predictors of reperforation. See Video Abstract at http://links.lww.com/DCR/A937."
152,GARD:0002082,Vascular Ehlers-Danlos syndrome,30863729,"['Case Reports', 'case-report']",Spontaneous perforation of small intestine followed by rupture of the cystic artery: the natural history of Vascular Ehlers-Danlos Syndrome.,https://pubmed.ncbi.nlm.nih.gov/30863729,"Vascular Ehlers-Danlos Syndrome (VEDS) is a rare autosomal dominant disorder caused by mutations in the COL3A1 or COL1A1 genes. Its mortality is secondary to sudden and spontaneous rupture of arteries or hollow organs. The genotype influences the distribution of arterial pathology with aneurysms of intra-abdominal visceral arteries being relatively uncommon. We describe the case of a young man with probable VEDS who died of a spontaneous rupture and dissection of the cystic artery. The patient initially presented with abdominal pain due to an unrecognized spontaneous perforation of the small intestine complicated by sepsis. We postulate that inflammatory mediators may have triggered the arterial rupture due to remodeling and weakening of vessel walls. The phenotype of the patient's vascular damage included bilateral spontaneous carotid-cavernous sinus fistulae and dissection with pseudoaneurysm formation of large- and medium-sized arteries, predominantly the abdominal aorta and its branches. The autopsy uncovered a long history of vascular events that may have been asymptomatic. These findings along with a positive family history supported the VEDS diagnosis. Loeys-Dietz, Marfan, and familial thoracic aortic aneurysm and dissection syndromes were ruled out based on the absence of arterial tortuosity, eye abnormalities, bone overgrowth, and the distribution of vascular damage among other features. Interestingly, microscopic examination of the hippocampus revealed a focus of neuronal heterotopia, commonly associated with epilepsy; however, the patient had no history of seizures. The natural course of VEDS involves the rupture and dissection of arteries that, if unrecognized, can lead to a rapid death after bleeding into free spaces."
153,GARD:0002082,Vascular Ehlers-Danlos syndrome,30357907,['Journal Article'],Natural history of gastrointestinal manifestations in vascular Ehlers-Danlos syndrome: A 17-year retrospective review.,https://pubmed.ncbi.nlm.nih.gov/30357907,"BACKGROUND AND AIM:Vascular Ehlers-Danlos syndrome (vEDS) is a rare connective tissue disorder due to heterozygous mutations in the COL3A1 gene with a dominant negative effect. Spontaneous bowel perforation and intra-abdominal organ rupture are common complications of vEDS. Other gastrointestinal (GI) manifestations may occur but have not been extensively characterized. We herein describe the natural history of GI events and surgery-related complications in patients with vEDS. METHODS:A retrospective review of GI events in a large cohort of molecularly proven vEDS patients was conducted, after exclusion of mild forms of the disease. RESULTS:Of 133 patients, 41% had a history of GI manifestations with 112 events, mean 2.0 ± 1.3 events per patient. There was an earlier occurrence of GI events in men (P 0.008). Cumulative incidence was 58% for all patients, higher in men and in patients with splice-site variants. Recurrence of GI events was reported in more than 50% of patients. Colonic perforation was the first digestive event for 47% of patients. Of 85 GI surgeries, 37 (43%) were complicated with 43 events. Nine deaths were reported in this population. CONCLUSIONS:Vascular Ehlers-Danlos syndrome is characterized not only by bowel perforation but also by a wide variety of GI complications that occur in close to half (41%) of patients. The pattern of GI fragility seems more severe in males and splice-site variants. Complications of GI surgery are common and are related with tissue fragility/friability."
154,GARD:0002082,Vascular Ehlers-Danlos syndrome,30178919,"['Research Support, N.I.H., Intramural', ""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article']",Pain and sleep quality in children with non-vascular Ehlers-Danlos syndromes.,https://pubmed.ncbi.nlm.nih.gov/30178919,"The objective of this study was to explore the factors contributing to quality of life in pediatric patients with non-vascular Ehlers-Danlos syndromes (EDS). Data were analyzed on 41 children with a diagnosis of non-vascular EDS from the de-identified data available from the National Institute on Aging (NIA) study of heritable disorders of connective tissue. Children under age 19 years were seen as part of a long-term evaluation project from 2003 to 2013 on a larger natural history of patients with heritable disorders of connective tissue. Data collected included medical history, physical examination findings, diagnostic study results, and responses on validated questionnaires. We reviewed a sub-cohort of children with a diagnosis of non-vascular EDS and explored pain severity and interference via the Brief Pain Inventory, and sleep quality via the Pittsburgh Sleep Quality Index. Pain severity had a strong correlation with pain interference, and both were similar to other disorders that include chronic pain reported in the literature. Sleep quality did not correlate with pain severity or interference, but all patients had poor sleep quality in comparison to historical controls. We conclude that pain and sleep are significant issues in the pediatric non-vascular EDS population, and future research may be directed toward these issues."
155,GARD:0002082,Vascular Ehlers-Danlos syndrome,28617417,"['Research Support, N.I.H., Intramural', ""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article']",A cohort of 17 patients with kyphoscoliotic Ehlers-Danlos syndrome caused by biallelic mutations in FKBP14: expansion of the clinical and mutational spectrum and description of the natural history.,https://pubmed.ncbi.nlm.nih.gov/28617417,"PurposeIn 2012 we reported in six individuals a clinical condition almost indistinguishable from PLOD1-kyphoscoliotic Ehlers-Danlos syndrome (PLOD1-kEDS), caused by biallelic mutations in FKBP14, and characterized by progressive kyphoscoliosis, myopathy, and hearing loss in addition to connective tissue abnormalities such as joint hypermobility and hyperelastic skin. FKBP14 is an ER-resident protein belonging to the family of FK506-binding peptidyl-prolyl cis-trans isomerases (PPIases); it catalyzes the folding of type III collagen and interacts with type III, type VI, and type X collagens. Only nine affected individuals have been reported to date.MethodsWe report on a cohort of 17 individuals with FKBP14-kEDS and the follow-up of three previously reported patients, and provide an extensive overview of the disorder and its natural history based on clinical, biochemical, and molecular genetics data.ResultsBased on the frequency of the clinical features of 23 patients from the present and previous cohorts, we define major and minor features of FKBP14-kEDS. We show that myopathy is confirmed by histology and muscle imaging only in some patients, and that hearing impairment is predominantly sensorineural and may not be present in all individuals.ConclusionOur data further support the extensive clinical overlap with PLOD1-kEDS and show that vascular complications are rare manifestations of FKBP14-kEDS."
156,GARD:0002083,Kyphoscoliotic Ehlers-Danlos syndrome,28617417,"['Research Support, N.I.H., Intramural', ""Research Support, Non-U.S. Gov't"", 'research-article', 'Journal Article']",A cohort of 17 patients with kyphoscoliotic Ehlers-Danlos syndrome caused by biallelic mutations in FKBP14: expansion of the clinical and mutational spectrum and description of the natural history.,https://pubmed.ncbi.nlm.nih.gov/28617417,"PurposeIn 2012 we reported in six individuals a clinical condition almost indistinguishable from PLOD1-kyphoscoliotic Ehlers-Danlos syndrome (PLOD1-kEDS), caused by biallelic mutations in FKBP14, and characterized by progressive kyphoscoliosis, myopathy, and hearing loss in addition to connective tissue abnormalities such as joint hypermobility and hyperelastic skin. FKBP14 is an ER-resident protein belonging to the family of FK506-binding peptidyl-prolyl cis-trans isomerases (PPIases); it catalyzes the folding of type III collagen and interacts with type III, type VI, and type X collagens. Only nine affected individuals have been reported to date.MethodsWe report on a cohort of 17 individuals with FKBP14-kEDS and the follow-up of three previously reported patients, and provide an extensive overview of the disorder and its natural history based on clinical, biochemical, and molecular genetics data.ResultsBased on the frequency of the clinical features of 23 patients from the present and previous cohorts, we define major and minor features of FKBP14-kEDS. We show that myopathy is confirmed by histology and muscle imaging only in some patients, and that hearing impairment is predominantly sensorineural and may not be present in all individuals.ConclusionOur data further support the extensive clinical overlap with PLOD1-kEDS and show that vascular complications are rare manifestations of FKBP14-kEDS."
